date,spec_long,spec_short,comm_long,comm_short,nonrept_long,nonrept_short,spec_net,comm_net,small_spec_net
2006-01-03,111305,97307,222353,198597,65773,103527,13998,23756,-37754
2006-01-10,111108,109520,218847,204541,80097,95991,1588,14306,-15894
2006-01-17,129429,134866,228401,208071,84962,99855,-5437,20330,-14893
2006-01-24,133320,138988,237171,211747,87466,107222,-5668,25424,-19756
2006-01-31,146236,162497,238775,202085,88785,109214,-16261,36690,-20429
2006-02-07,141360,137404,249052,220307,86524,119225,3956,28745,-32701
2006-02-14,132712,141255,259608,218624,90191,122632,-8543,40984,-32441
2006-02-21,137470,138946,268777,239715,88664,116250,-1476,29062,-27586
2006-02-28,135715,149791,249552,199734,89952,125694,-14076,49818,-35742
2006-03-07,113850,129678,232701,188492,91475,119856,-15828,44209,-28381
2006-03-14,121406,138276,259889,205859,84991,122151,-16870,54030,-37160
2006-03-21,153396,116561,242069,241235,83222,120891,36835,834,-37669
2006-03-28,155865,118484,219450,214317,76379,118893,37381,5133,-42514
2006-04-04,160669,134302,228300,217765,82690,119592,26367,10535,-36902
2006-04-11,153396,151559,220863,203170,94536,114066,1837,17693,-19530
2006-04-18,172176,148086,213092,228746,100471,108907,24090,-15654,-8436
2006-04-25,174695,152811,221082,226747,104069,120288,21884,-5665,-16219
2006-05-02,183370,162076,241848,251797,109527,120872,21294,-9949,-11345
2006-05-09,210963,179190,265471,289784,110404,117864,31773,-24313,-7460
2006-05-16,209634,165692,311912,382337,139162,112679,43942,-70425,26483
2006-05-23,174711,155243,324292,354552,132546,121754,19468,-30260,10792
2006-05-30,160680,128702,292394,312161,120070,132281,31978,-19767,-12211
2006-06-06,115881,117545,280913,291856,122795,110188,-1664,-10943,12607
2006-06-13,117097,129952,299211,294613,107343,99086,-12855,4598,8257
2006-06-20,128070,150784,312087,275885,98111,111599,-22714,36202,-13488
2006-06-27,141175,148114,301214,283661,98767,109381,-6939,17553,-10614
2006-07-03,118235,141502,310369,289941,114315,111476,-23267,20428,2839
2006-07-11,134859,126687,316765,324149,103210,103998,8172,-7384,-788
2006-07-18,129424,130851,329913,335583,105093,97996,-1427,-5670,7097
2006-07-25,135748,133059,369078,375783,112883,108867,2689,-6705,4016
2006-08-01,122728,179009,421458,379901,122965,108241,-56281,41557,14724
2006-08-08,103823,180776,426922,378604,123465,94830,-76953,48318,28635
2006-08-15,108683,201625,416934,348901,145604,120695,-92942,68033,24909
2006-08-22,114179,213667,447549,381770,142416,108707,-99488,65779,33709
2006-08-29,110765,201638,448506,371557,154648,140724,-90873,76949,13924
2006-09-05,93601,158564,439245,412711,141806,103377,-64963,26534,38429
2006-09-12,96318,175793,432372,390931,146488,108454,-79475,41441,38034
2006-09-19,92177,186398,437539,376130,143878,111066,-94221,61409,32812
2006-09-26,113914,174616,413405,386899,147860,113664,-60702,26506,34196
2006-10-03,127916,182557,412957,405520,149906,102702,-54641,7437,47204
2006-10-10,120403,173035,402783,396277,146037,99911,-52632,6506,46126
2006-10-17,125447,178139,398617,385080,156618,117463,-52692,13537,39155
2006-10-24,142074,170716,386658,373861,146306,130461,-28642,12797,15845
2006-10-31,137333,159333,387180,391778,143750,117152,-22000,-4598,26598
2006-11-07,128737,146464,391034,390535,137891,120663,-17727,499,17228
