date,open,close
2006-01-03,1658.0,1693.0
2006-01-04,1694.0,1713.0
2006-01-05,1713.0,1723.0
2006-01-06,1722.5,1748.0
2006-01-09,1747.5,1754.5
2006-01-10,1753.5,1760.0
2006-01-11,1759.0,1771.0
2006-01-12,1770.0,1764.0
2006-01-13,1763.5,1760.0
2006-01-16,1760.0,1763.5
2006-01-17,1760.0,1751.5
2006-01-18,1742.5,1727.5
2006-01-19,1724.0,1738.5
2006-01-20,1738.5,1685.5
2006-01-23,1684.5,1688.0
2006-01-24,1687.5,1693.0
2006-01-25,1693.5,1688.5
2006-01-26,1687.0,1698.5
2006-01-27,1700.5,1722.5
2006-01-30,1722.0,1723.5
2006-01-31,1723.5,1719.5
2006-02-01,1698.5,1723.5
2006-02-02,1723.5,1689.0
2006-02-03,1690.5,1667.5
2006-02-06,1668.5,1669.5
2006-02-07,1669.5,1662.5
2006-02-08,1662.0,1675.5
2006-02-09,1676.0,1659.0
2006-02-10,1659.5,1666.5
2006-02-13,1666.5,1653.0
2006-02-14,1653.0,1666.0
2006-02-15,1667.0,1679.5
2006-02-16,1679.5,1695.5
2006-02-17,1697.5,1677.5
2006-02-20,1678.0,1677.5
2006-02-21,1678.0,1661.0
2006-02-22,1661.0,1679.5
2006-02-23,1680.0,1675.5
2006-02-24,1675.0,1683.5
2006-02-27,1684.0,1695.0
2006-02-28,1696.0,1674.5
2006-03-01,1673.0,1698.0
2006-03-02,1698.0,1699.5
2006-03-03,1699.0,1685.5
2006-03-06,1686.0,1674.5
2006-03-07,1674.0,1665.5
2006-03-08,1664.5,1666.5
2006-03-09,1665.0,1643.0
2006-03-10,1643.0,1648.5
2006-03-13,1648.5,1655.5
2006-03-14,1654.5,1686.0
2006-03-15,1685.5,1695.5
2006-03-16,1693.5,1681.5
2006-03-17,1679.5,1681.219970703125
2006-03-20,1704.5,1705.5
2006-03-21,1706.5,1690.5
2006-03-22,1690.0,1691.0
2006-03-23,1691.5,1690.5
2006-03-24,1690.0,1697.5
2006-03-27,1698.0,1699.0
2006-03-28,1699.0,1691.0
2006-03-29,1689.5,1720.5
2006-03-30,1720.5,1725.0
2006-03-31,1725.0,1720.0
2006-04-03,1724.25,1723.75
2006-04-04,1723.75,1731.5
2006-04-05,1731.5,1747.25
2006-04-06,1746.75,1754.75
2006-04-07,1753.25,1739.75
2006-04-10,1737.25,1735.5
2006-04-11,1735.5,1720.75
2006-04-12,1720.25,1718.75
2006-04-13,1719.5,1725.5
2006-04-17,1724.0,1710.5
2006-04-18,1710.25,1739.75
2006-04-19,1741.0,1744.5
2006-04-20,1742.5,1741.25
2006-04-21,1743.5,1719.0
2006-04-24,1718.0,1721.5
2006-04-25,1721.0,1714.5
2006-04-26,1714.25,1710.75
2006-04-27,1711.5,1727.5
2006-04-28,1726.0,1711.0
2006-05-01,1714.5,1693.0
2006-05-02,1693.5,1697.75
2006-05-03,1697.75,1693.5
2006-05-04,1693.5,1709.75
2006-05-05,1709.75,1720.25
2006-05-08,1720.5,1721.25
2006-05-09,1721.5,1721.75
2006-05-10,1721.25,1700.75
2006-05-11,1700.5,1664.75
2006-05-12,1664.5,1641.5
2006-05-15,1639.0,1635.75
2006-05-16,1636.25,1628.25
2006-05-17,1629.0,1604.75
2006-05-18,1606.0,1594.75
2006-05-19,1595.0,1605.25
2006-05-22,1606.5,1586.25
2006-05-23,1586.75,1565.25
2006-05-24,1566.0,1584.5
2006-05-25,1584.25,1605.25
2006-05-26,1603.75,1609.75
2006-05-29,1609.0,1606.25
2006-05-30,1606.25,1570.0
2006-05-31,1571.25,1583.0
2006-06-01,1583.0,1619.0
2006-06-02,1618.75,1614.5
2006-06-05,1612.75,1582.75
2006-06-06,1582.5,1577.5
2006-06-07,1578.5,1562.5
2006-06-08,1564.5,1556.5
2006-06-09,1556.5,1549.5
2006-06-12,1550.0,1523.5
2006-06-13,1524.25,1515.25
2006-06-14,1515.5,1528.0
2006-06-15,1529.25,1576.0
2006-06-16,1572.25,1567.9000244140625
2006-06-19,1576.25,1565.0
2006-06-20,1565.5,1570.0
2006-06-21,1570.0,1591.5
2006-06-22,1592.25,1573.5
2006-06-23,1572.0,1568.5
2006-06-26,1568.25,1571.0
2006-06-27,1571.5,1545.25
2006-06-28,1545.0,1558.0
2006-06-29,1558.0,1605.0
2006-06-30,1604.25,1591.5
2006-07-03,1593.5,1601.5
2006-07-04,1601.0,1601.75
2006-07-05,1601.0,1568.25
2006-07-06,1569.0,1565.0
2006-07-07,1566.25,1550.25
2006-07-10,1549.5,1537.75
2006-07-11,1537.75,1545.0
2006-07-12,1545.5,1516.75
2006-07-13,1516.5,1489.75
2006-07-14,1490.75,1475.0
2006-07-17,1476.25,1480.25
2006-07-18,1479.75,1486.75
2006-07-19,1488.0,1490.75
2006-07-20,1489.5,1477.25
2006-07-21,1482.5,1461.25
2006-07-24,1460.75,1494.5
2006-07-25,1494.75,1492.25
2006-07-26,1490.75,1495.75
2006-07-27,1495.75,1494.5
2006-07-28,1493.25,1521.25
2006-07-31,1520.0,1518.75
2006-08-01,1516.0,1493.75
2006-08-02,1493.75,1509.75
2006-08-03,1510.25,1521.25
2006-08-04,1522.25,1515.5
2006-08-07,1515.0,1502.5
2006-08-08,1502.25,1492.5
2006-08-09,1493.0,1495.0
2006-08-10,1494.75,1497.5
2006-08-11,1499.25,1496.0
2006-08-14,1497.75,1500.25
2006-08-15,1501.0,1540.5
2006-08-16,1541.0,1576.25
2006-08-17,1575.75,1577.75
2006-08-18,1578.5,1585.0
2006-08-21,1583.5,1568.5
2006-08-22,1568.0,1566.5
2006-08-23,1566.25,1558.25
2006-08-24,1558.0,1557.25
2006-08-25,1558.0,1560.75
2006-08-28,1561.0,1570.5
2006-08-29,1571.25,1576.0
2006-08-30,1575.5,1584.5
2006-08-31,1585.0,1583.0
2006-09-01,1584.0,1590.5
2006-09-04,1590.0,1595.25
2006-09-05,1590.0,1604.75
2006-09-06,1604.25,1575.75
2006-09-07,1575.25,1568.25
2006-09-08,1568.5,1571.0
2006-09-11,1571.25,1583.5
2006-09-12,1583.25,1614.75
2006-09-13,1614.25,1623.75
2006-09-14,1623.75,1625.75
2006-09-15,1625.25,1641.0799560546875
2006-09-18,1653.0,1652.5
2006-09-19,1652.5,1642.5
2006-09-20,1645.25,1663.75
2006-09-21,1663.5,1654.75
2006-09-22,1654.5,1641.0
