date,open,close
2006-01-03,1.781999945640564,1.7963999509811401
2006-01-04,1.8009999990463257,1.8177000284194946
2006-01-05,1.8170000314712524,1.788100004196167
2006-01-06,1.784999966621399,1.8006000518798828
2006-01-09,1.8006000518798828,1.767699956893921
2006-01-10,1.763100028038025,1.7379000186920166
2006-01-11,1.7380000352859497,1.7271000146865845
2006-01-12,1.7269999980926514,1.711300015449524
2006-01-13,1.712499976158142,1.715000033378601
2006-01-17,1.7259999513626099,1.7914999723434448
2006-01-18,1.7913999557495117,1.7554999589920044
2006-01-19,1.7568999528884888,1.7969000339508057
2006-01-20,1.7979999780654907,1.8672000169754028
2006-01-23,1.8650000095367432,1.84089994430542
2006-01-24,1.8438999652862549,1.8171000480651855
2006-01-25,1.8125,1.7905999422073364
2006-01-26,1.7899999618530273,1.777999997138977
2006-01-27,1.7799999713897705,1.8069000244140625
2006-01-30,1.8170000314712524,1.833799958229065
2006-01-31,1.8339999914169312,1.801900029182434
2006-02-01,1.8389999866485596,1.8240000009536743
2006-02-02,1.8151999711990356,1.770799994468689
2006-02-03,1.774999976158142,1.781599998474121
2006-02-06,1.791599988937378,1.7627999782562256
2006-02-07,1.7625999450683594,1.6917999982833862
2006-02-08,1.6920000314712524,1.6655999422073364
2006-02-09,1.6660000085830688,1.6647000312805176
2006-02-10,1.6670000553131104,1.6426000595092773
2006-02-13,1.6549999713897705,1.6385999917984009
2006-02-14,1.6410000324249268,1.6100000143051147
2006-02-15,1.6089999675750732,1.6074999570846558
2006-02-16,1.6075999736785889,1.6253000497817993
2006-02-17,1.6349999904632568,1.6574000120162964
2006-02-21,1.6799999475479126,1.6663999557495117
2006-02-22,1.6629999876022339,1.6520999670028687
2006-02-23,1.6519999504089355,1.662600040435791
2006-02-24,1.6629999876022339,1.726699948310852
2006-02-27,1.7230000495910645,1.6826000213623047
2006-02-28,1.6820000410079956,1.7120000123977661
2006-03-01,1.7259999513626099,1.7466000318527222
2006-03-02,1.747499942779541,1.804900050163269
2006-03-03,1.805999994277954,1.8128000497817993
2006-03-06,1.809999942779541,1.757699966430664
2006-03-07,1.757699966430664,1.7222000360488892
2006-03-08,1.7222000360488892,1.694100022315979
2006-03-09,1.6974999904632568,1.7200000286102295
2006-03-10,1.7300000190734863,1.6845999956130981
2006-03-13,1.6841000318527222,1.7378000020980835
2006-03-14,1.7354999780654907,1.8212000131607056
2006-03-15,1.805999994277954,1.7817000150680542
2006-03-16,1.7790000438690186,1.8125
2006-03-17,1.809999942779541,1.7812999486923218
2006-03-20,1.7860000133514404,1.7417000532150269
2006-03-21,1.7404999732971191,1.7721999883651733
2006-03-22,1.7714999914169312,1.7451000213623047
2006-03-23,1.7414000034332275,1.7863999605178833
2006-03-24,1.7860000133514404,1.7924000024795532
2006-03-27,1.7940000295639038,1.7811000347137451
2006-03-28,1.7879999876022339,1.8277000188827515
2006-03-29,1.8324999809265137,1.8519999980926514
2006-03-30,1.854200005531311,1.8842999935150146
2006-03-31,1.881500005722046,1.861799955368042
